time,latitude,longitude,mag,id,updated,place,type,geom,state
49:41.5,39.9711667,-120.7353333,3.16,nc72350901,57:47.5,"14km ENE of East Quincy, California",earthquake,0101000020AD10000039CA66B30F2F5EC06DBBBF304FFC4340,California
56:17.2,36.8791,-98.2434,3,usb000syjw,41:25.1,"17km NE of Cherokee, Oklahoma",earthquake,0101000020AD1000002BF697DD938F58C0F1F44A5986704240,Oklahoma
43:32.2,13.3694,-91.1992,4.6,usb000syjh,04:52.1,"73km SSW of Puerto San Jose, Guatemala",earthquake,0101000020AD1000003F575BB1BFCC56C0E9482EFF21BD2A40,
03:42.4,36.8464,-97.8961,3.3,usb000syj0,05:10.4,"15km WNW of Medford, Oklahoma",earthquake,0101000020AD100000857CD0B3597958C0CEAACFD5566C4240,Oklahoma
12:29.3,41.8855,-119.6082,3,nn00468795,06:25.1,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD100000575BB1BFECE65DC0D34D621058F14440,Nevada
28:12.9,19.2042,-65.1819,3.1,pr14325004,39:36.6,"99km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD1000001DC9E53FA44B50C0DCD7817346343340,
22:19.6,19.232,-65.1595,3.4,pr14325001,37:32.1,"101km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD10000091ED7C3F354A50C008AC1C5A643B3340,
29:48.5,19.1919,-65.1642,3.1,pr14325002,00:26.4,"97km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD1000003480B740824A50C0371AC05B20313340,
05:06.3,19.2782,-65.1491,3.3,pr14325000,28:05.1,"106km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD1000005AF5B9DA8A4950C048BF7D1D38473340,
04:02.7,53.594,-164.413,3.3,usb000szz5,41:32.3,"107km ESE of Akutan, Alaska",earthquake,0101000020AD100000EFA7C64B378D64C078E9263108CC4A40,
31:03.4,41.8722,-119.6057,3.2,nn00468748,09:56.3,"70km ESE of Lakeview, Oregon",earthquake,0101000020AD100000FBCBEEC9C3E65DC01DC9E53FA4EF4440,Nevada
20/11/2014 16:03,59.644,-152.6119,3,ak11446359,11:27.3,"46km WSW of Anchor Point, Alaska",earthquake,0101000020AD100000840D4FAF941363C0DF4F8D976ED24D40,
25:31.5,32.9411,-88.0317,3.8,usb000sy7g,14:48.7,"17km NW of Eutaw, Alabama",earthquake,0101000020AD10000020D26F5F070256C0FF21FDF675784040,Alabama
20/11/2014 07:29,60.1639,-152.9863,3.3,ak11446330,22:02.9,"38km SSW of Redoubt Volcano, Alaska",earthquake,0101000020AD1000006F8104C58F1F63C03EE8D9ACFA144E40,Alaska
26:49.3,36.8058333,-121.536,4.23,nc72350156,49:36.0,"4km S of San Juan Bautista, California",earthquake,0101000020AD100000FCA9F1D24D625EC08DC3AA8B25674240,California
21:27.6,36.8076667,-121.5303333,3.64,nc72350151,39:48.2,"4km S of San Juan Bautista, California",earthquake,0101000020AD100000B3DE14FBF0615EC0BC48579F61674240,California
50:57.2,18.2325,-68.071,3.1,pr14324002,43:25.3,"52km SE of Punta Cana, Dominican Republic",earthquake,0101000020AD100000068195438B0451C0EC51B81E853B3240,
20/11/2014 03:46,52.2803,-168.2357,4.2,usb000sy5e,04:11.1,"84km SSE of Nikolski, Alaska",earthquake,0101000020AD1000005AF5B9DA8A0765C0CE88D2DEE0234A40,
14:27.6,17.8187,-68.5672,3.1,pr14324001,53:27.2,"62km S of Boca de Yuma, Dominican Republic",earthquake,0101000020AD100000A3923A014D2451C0363CBD5296D13140,
20/11/2014 01:08,56.0102,-161.5659,4.4,usb000sy55,50:56.6,"100km NW of Sand Point, Alaska",earthquake,0101000020AD100000CE1951DA1B3264C0A835CD3B4E014C40,
46:02.8,19.2033,-67.7796,3.3,pr14323002,06:33.4,"95km NE of Punta Cana, Dominican Republic",earthquake,0101000020AD1000008BFD65F7E4F150C0DC4603780B343340,
19/11/2014 18:52,52.9576,-167.4611,4.3,usb000t04d,32:52.6,"94km E of Nikolski, Alaska",earthquake,0101000020AD100000F085C954C1EE64C0265305A3927A4A40,
19/11/2014 16:57,60.1945,-152.6869,3.2,ak11445788,45:04.7,"32km S of Redoubt Volcano, Alaska",earthquake,0101000020AD100000EB73B515FB1563C037894160E5184E40,
17:29.5,36.9952,-97.9171,3.2,usc000syvv,08:36.4,"20km SSE of Anthony, Kansas",earthquake,0101000020AD10000058CA32C4B17A58C0567DAEB6627F4240,Oklahoma
19/11/2014 13:48,60.4879,-151.1681,3.2,ak11445669,12:05.6,"6km W of Soldotna, Alaska",earthquake,0101000020AD100000A54E401361E562C0F5DBD781733E4E40,Alaska
28:52.7,36.1967,-96.7209,3,usc000syvu,19/11/2014 16:59,"9km NNW of Yale, Oklahoma",earthquake,0101000020AD100000EEEBC039232E58C0C58F31772D194240,Oklahoma
19:02.1,36.8446,-97.8991,3.1,usc000syvm,40:35.5,"15km WNW of Medford, Oklahoma",earthquake,0101000020AD1000005AF5B9DA8A7958C0CE1951DA1B6C4240,Oklahoma
50:25.1,14.766,-93.3787,4.5,usc000syur,35:18.5,"90km SW of Mapastepec, Mexico",earthquake,0101000020AD100000B1BFEC9E3C5857C0D478E92631882D40,
39:49.8,14.7935,-93.3193,5,usc000syun,40:00.0,"83km SSW of Mapastepec, Mexico",earthquake,0101000020AD100000386744696F5457C083C0CAA145962D40,
19/11/2014 08:44,61.7838,-149.1389,3.8,ak11445457,13:34.7,"6km NE of Fishhook, Alaska",earthquake,0101000020AD10000043AD69DE71A462C06A4DF38E53E44E40,Alaska
06:50.9,36.5897,-98.2562,3.1,usc000syrn,17:28.1,"4km NNE of Helena, Oklahoma",earthquake,0101000020AD1000000E4FAF94659058C0C139234A7B4B4240,Oklahoma
34:24.7,35.9281,-97.4407,3.3,usc000syr7,21:00.9,"5km NNW of Guthrie, Oklahoma",earthquake,0101000020AD10000039D6C56D345C58C074B515FBCBF64140,Oklahoma
17:44.9,12.4519,-87.9912,4.2,usb000t2fx,48:55.6,"67km WSW of Jiquilillo, Nicaragua",earthquake,0101000020AD100000E5F21FD26FFF55C0F31FD26F5FE72840,
05:39.7,12.4708,-88.0688,4.5,usc000syqa,57:00.2,"73km WSW of Jiquilillo, Nicaragua",earthquake,0101000020AD100000BF7D1D38670456C0E2E995B20CF12840,
19/11/2014 01:30,55.8846,-157.7403,3.5,ak11445334,23:35.6,"75km ESE of Chignik Lake, Alaska",earthquake,0101000020AD1000005227A089B0B763C05305A3923AF14B40,
43:55.1,36.2809,-96.9742,3.4,usc000sym1,22:43.4,"16km WSW of Pawnee, Oklahoma",earthquake,0101000020AD100000D8F0F44A593E58C024B9FC87F4234240,Oklahoma
16:07.6,36.8659,-98.3346,3.6,usc000syi4,32:53.2,"12km N of Cherokee, Oklahoma",earthquake,0101000020AD100000764F1E166A9558C09FCDAACFD56E4240,Oklahoma
29:36.7,18.4941,-106.1715,4.1,usc000syhu,44:01.7,"174km WSW of San Patricio, Mexico",earthquake,0101000020AD100000E5D022DBF98A5AC01FF46C567D7E3240,
27:48.1,16.832,-100.186,4.6,usc000sydg,07:17.6,"25km SSW of Coyuca de Benitez, Mexico",earthquake,0101000020AD10000096438B6CE70B59C0A245B6F3FDD43040,
23:58.2,18.6651,-67.1348,3.2,pr14322001,25:31.0,"19km N of San Antonio, Puerto Rico",earthquake,0101000020AD1000000DE02D90A0C850C0D1915CFE43AA3240,
17/11/2014 23:43,53.688,-164.3792,3.3,usc000syc1,22:33.5,"104km ESE of Akutan, Alaska",earthquake,0101000020AD10000095D40968228C64C0F2D24D6210D84A40,
17/11/2014 23:27,60.0324,-153.403,3.6,ak11443934,54:05.6,"62km SW of Redoubt Volcano, Alaska",earthquake,0101000020AD10000037894160E52C63C0F931E6AE25044E40,Alaska
04:58.2,41.9238,-119.6281,3.48,nn00468331,00:24.9,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD10000087A757CA32E85DC0BC0512143FF64440,Nevada
17/11/2014 21:03,61.5511,-140.6553,3,ak11443898,01:49.0,"185km NNE of Cape Yakataga, Alaska",earthquake,0101000020AD10000034A2B437F89461C0AD69DE718AC64E40,
40:52.3,36.4215,-97.037,3,usc000sy8h,16:09.6,"22km WNW of Pawnee, Oklahoma",earthquake,0101000020AD100000EE7C3F355E4258C0CBA145B6F3354240,Oklahoma
32:07.5,41.2138,-127.544,3.2,usb000t0hw,11:35.5,"285km W of Crescent City, California",earthquake,0101000020AD100000894160E5D0E25FC041F163CC5D9B4440,
26:47.4,41.1376,-126.9482,3.3,usc000sy6z,10:07.7,"234km WNW of Ferndale, California",earthquake,0101000020AD1000004D840D4FAFBC5FC0FDF675E09C914440,
21:40.2,18.7399,-67.1576,3.5,pr14321001,42:34.9,"28km NNW of San Antonio, Puerto Rico",earthquake,0101000020AD10000060764F1E16CA50C0764F1E166ABD3240,
34:44.3,18.4615,-106.4442,4.7,usc000sy50,55:18.4,"201km WSW of San Patricio, Mexico",earthquake,0101000020AD1000008638D6C56D9C5AC0A01A2FDD24763240,
17/11/2014 14:34,59.899,-151.7715,3,ak11443782,39:29.6,"14km NNE of Anchor Point, Alaska",earthquake,0101000020AD100000A69BC420B0F862C04F8D976E12F34D40,Alaska
16:13.5,41.9278,-119.6276,4.02,nn00468207,56:01.1,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD1000000EBE30992AE85DC0499D8026C2F64440,Nevada
48:17.9,18.4392,-106.3308,4.6,usc000sy27,51:30.2,"192km WSW of San Patricio, Mexico",earthquake,0101000020AD1000001361C3D32B955AC0386744696F703240,
28:19.4,18.5041,-106.3053,4.5,usc000sy24,43:09.9,"186km WSW of San Patricio, Mexico",earthquake,0101000020AD10000001DE02098A935AC0E2E995B20C813240,
17/11/2014 03:52,63.0805,-151.4834,3.1,ak11443721,37:22.1,"109km NW of Talkeetna, Alaska",earthquake,0101000020AD1000005DDC460378EF62C0FCA9F1D24D8A4F40,Alaska
21:01.6,37.1918,-98.0232,3.1,usc000sy0l,33:11.4,"4km N of Anthony, Kansas",earthquake,0101000020AD1000001A51DA1B7C8158C0B8AF03E78C984240,Kansas
51:16.1,16.066,-97.605,4.3,usb000t1l9,17:13.8,"31km SW of San Miguel Panixtlahuaca, Mexico",earthquake,0101000020AD1000001F85EB51B86658C037894160E5103040,
41:49.6,36.2796,-97.2361,3.3,usc000sxyi,31:49.2,"4km ESE of Perry, Oklahoma",earthquake,0101000020AD1000007AA52C431C4F58C016FBCBEEC9234240,Oklahoma
16/11/2014 14:38,60.2624,-153.5376,3,ak11443459,33:56.5,"50km WSW of Redoubt Volcano, Alaska",earthquake,0101000020AD1000008C4AEA04343163C0363CBD5296214E40,Alaska
33:05.5,53.9039,-163.1971,3,usb000syf2,27:41.9,"106km S of False Pass, Alaska",earthquake,0101000020AD10000055C1A8A44E6664C05D6DC5FEB2F34A40,
32:40.4,36.2777,-96.9308,3.2,usc000sxtg,31:42.9,"13km WSW of Pawnee, Oklahoma",earthquake,0101000020AD1000007AC7293A923B58C0B30C71AC8B234240,Oklahoma
21:21.3,10.5654,-86.0584,5.2,usc000sxtc,32:07.6,"45km W of Sardinal, Costa Rica",earthquake,0101000020AD10000088855AD3BC8355C01A51DA1B7C212540,
59:12.6,37.1778,-98.019,3.1,usc000sxss,08:27.0,"2km NNE of Anthony, Kansas",earthquake,0101000020AD100000EFA7C64B378158C0499D8026C2964240,Kansas
52:37.5,19.6674,-65.56,3.1,pr14320006,55:56.4,"140km NNE of Vieques, Puerto Rico",earthquake,0101000020AD100000A4703D0AD76350C0B459F5B9DAAA3340,
26:40.1,36.0649,-97.3241,3.4,usc000sxs6,31:14.6,"14km NNW of Langston, Oklahoma",earthquake,0101000020AD1000008D28ED0DBE5458C055C1A8A44E084240,Oklahoma
26:30.3,18.9531,-64.9705,3.4,pr14320000,41:57.3,"67km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,0101000020AD100000273108AC1C3E50C04ED1915CFEF33240,
41:32.6,18.9727,-68.3125,3.1,pr14320003,36:01.3,"44km NNE of Punta Cana, Dominican Republic",earthquake,0101000020AD10000000000000001451C0B7D100DE02F93240,
06:02.1,10.264,-69.3613,4.5,usb000t10p,59:29.6,"21km NNW of Barquisimeto, Venezuela",earthquake,0101000020AD100000DE02098A1F5751C0BB490C022B872440,
09:02.0,13.5738,-90.5921,4.8,usb000t10z,19:56.5,"41km SSE of Iztapa, Guatemala",earthquake,0101000020AD1000008BFD65F7E4A556C0BDE3141DC9252B40,
08:30.1,13.496,-90.8333,4.7,usc000sxr4,19:00.5,"47km S of Puerto San Jose, Guatemala",earthquake,0101000020AD1000006FF085C954B556C0CAA145B6F3FD2A40,
05:18.3,13.261,-90.8665,4.4,usc000sxr3,49:26.4,"73km S of Puerto San Jose, Guatemala",earthquake,0101000020AD100000FA7E6ABC74B756C01283C0CAA1852A40,
40:03.0,41.9138,-119.6294,3.13,nn00468066,29:39.7,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD1000008E06F01648E85DC0DB8AFD65F7F44440,Nevada
02:39.6,41.0409,-106.9026,3.3,usc000sxpl,05:18.1,"46km S of Saratoga, Wyoming",earthquake,0101000020AD100000A857CA32C4B95AC0053411363C854440,Wyoming
20:57.0,41.8769,-119.6371,3.12,nn00468004,23:59.0,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000000612143FC6E85DC063EE5A423EF04440,Nevada
02:16.0,18.5895,-102.0893,4.1,usc000sxm8,04:32.6,"22km ESE of La Mira Tumbiscatio, Mexico",earthquake,0101000020AD10000019E25817B78559C0F4FDD478E9963240,
58:38.7,41.9241,-119.6444,3.81,nn00468002,40:38.5,"65km ESE of Lakeview, Oregon",earthquake,0101000020AD100000B7627FD93DE95DC0E71DA7E848F64440,Nevada
39:57.6,36.6169,-97.7098,3.4,usc000sxly,23:41.0,"21km S of Medford, Oklahoma",earthquake,0101000020AD100000DAACFA5C6D6D58C082734694F64E4240,Oklahoma
23:36.4,41.8994,-119.6261,3.04,nn00468000,04:05.5,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD100000A301BC0512E85DC0DE02098A1FF34440,Nevada
18:13.5,37.2293,-98.0328,3.8,usc000sxkz,30:50.8,"6km S of Harper, Kansas",earthquake,0101000020AD100000C3D32B65198258C0857CD0B3599D4240,Kansas
49:01.1,15.915,-94.177,4.1,usb000t1n0,59:06.2,"35km WSW of Paredon, Mexico",earthquake,0101000020AD10000017D9CEF7538B57C014AE47E17AD42F40,
24:07.5,14.686,-93.792,4,usb000t1sp,47:51.4,"126km SW of Mapastepec, Mexico",earthquake,0101000020AD100000A69BC420B07257C0AC1C5A643B5F2D40,
25:45.4,18.6,-67.0235,3,pr14319000,28:26.5,"10km N of Isabela, Puerto Rico",earthquake,0101000020AD1000002FDD240681C150C09A99999999993240,
18:48.5,41.8873,-119.642,3.2,nn00467984,05:11.5,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD1000000D022B8716E95DC0D3DEE00B93F14440,Nevada
06:15.7,19.314,-155.2183,3.6,hv60802421,46:34.7,"13km S of Volcano, Hawaii",earthquake,0101000020AD100000F0164850FC6663C0AAF1D24D62503340,Hawaii
58:48.4,48.403,-114.24,3.9,usc000sxju,59:47.8,"5km NW of Columbia Falls, Montana",earthquake,0101000020AD1000008FC2F5285C8F5CC0DD24068195334840,Montana
15:31.6,13.7132,-90.3309,4.7,usc000sxg4,13:34.6,"32km SSW of Pasaco, Guatemala",earthquake,0101000020AD100000C58F31772D9556C0B003E78C286D2B40,
03:52.1,41.8942,-119.615,3.01,nn00467840,48:41.6,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000008FC2F5285CE75DC0A60A462575F24440,Nevada
14/11/2014 19:00,18.903,-68.5475,3.4,pr14318004,45:09.3,"30km NNW of Otra Banda, Dominican Republic",earthquake,0101000020AD100000D7A3703D0A2351C0BA490C022BE73240,
41:54.7,36.0238,-97.0914,3,usc000sx9s,18:02.4,"7km NW of Perkins, Oklahoma",earthquake,0101000020AD100000AEB6627FD94558C089D2DEE00B034240,Oklahoma
24:35.6,31.6841667,-114.538,3.96,ci37060951,20:02.0,"113km S of Yuma, Arizona",earthquake,0101000020AD100000DF4F8D976EA25CC02383818C25AF3F40,
16:15.3,41.9365,-119.6244,3.57,nn00467793,33:08.0,"65km ESE of Lakeview, Oregon",earthquake,0101000020AD100000D5E76A2BF6E75DC01D5A643BDFF74440,Nevada
58:31.1,36.6258,-98.0001,3.6,usc000sx8v,31:13.2,"25km ENE of Helena, Oklahoma",earthquake,0101000020AD100000B22E6EA3018058C01CEBE2361A504240,Oklahoma
14/11/2014 10:00,57.7435,-157.4294,3.3,ak11440466,26:35.6,"114km SSW of King Salmon, Alaska",earthquake,0101000020AD100000E09C11A5BDAD63C0BA490C022BDF4C40,Alaska
42:45.4,37.4673333,-118.8416667,3.18,nc72346396,36:35.3,"23km SSE of Mammoth Lakes, California",earthquake,0101000020AD10000078A801DEDDB55DC077EADB93D1BB4240,California
43:23.8,36.8431,-97.8774,3,usc000sxdf,16:55.2,"13km WNW of Medford, Oklahoma",earthquake,0101000020AD100000AA605452277858C0F9A067B3EA6B4240,Oklahoma
34:56.8,36.8442,-97.8855,3.1,usc000sx86,14:17.0,"14km WNW of Medford, Oklahoma",earthquake,0101000020AD100000E9263108AC7858C040A4DFBE0E6C4240,Oklahoma
10:19.8,36.8477,-97.8768,3,usc000sxcw,09:00.6,"13km WNW of Medford, Oklahoma",earthquake,0101000020AD1000008048BF7D1D7858C0DC68006F816C4240,Oklahoma
14/11/2014 07:06,36.8455,-97.8767,3.3,usc000sx83,45:58.0,"13km WNW of Medford, Oklahoma",earthquake,0101000020AD100000CE1951DA1B7858C04E621058396C4240,Oklahoma
14/11/2014 06:04,56.8049,-153.0612,4,ak11440324,30/11/2014 05:19,"98km SE of Larsen Bay, Alaska",earthquake,0101000020AD1000007DD0B359F52163C0744694F606674C40,
54:32.5,36.1653,-96.9009,3,usc000sx78,30:19.8,"15km ENE of Stillwater, Oklahoma",earthquake,0101000020AD100000D93D7958A83958C0B003E78C28154240,Oklahoma
49:19.2,18.1364,-64.1153,3.1,pr14318000,51:57.8,"61km ESE of Road Town, British Virgin Islands",earthquake,0101000020AD100000A54E4013610750C0A52C431CEB223240,
29:30.9,41.8596,-119.6326,3.14,nn00467665,15:00.4,"69km ESE of Lakeview, Oregon",earthquake,0101000020AD100000C6DCB5847CE85DC020D26F5F07EE4440,Nevada
14:00.1,13.1221,-87.5824,5.2,usc000swzu,50:47.8,"20km SSE of Amapala, Honduras",earthquake,0101000020AD100000304CA60A46E555C0E6AE25E4833E2A40,
34:23.8,36.7532,-97.5616,3.2,usc000swxu,05:27.0,"16km ESE of Medford, Oklahoma",earthquake,0101000020AD100000C05B2041F16358C071AC8BDB68604240,Oklahoma
41:13.8,27.7355,-105.6056,3.7,usc000swxc,15:37.9,"17km SW of Naica, Mexico",earthquake,0101000020AD100000499D8026C2665AC03F355EBA49BC3B40,
13/11/2014 12:44,59.9774,-151.9596,3.1,ak11440091,44:33.4,"23km NNW of Anchor Point, Alaska",earthquake,0101000020AD100000BB270F0BB5FE62C0228E75711BFD4D40,
36:07.5,41.9009,-119.6224,4.59,nn00467620,43:19.8,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD100000F241CF66D5E75DC0B37BF2B050F34440,Nevada
02:33.7,41.8836,-119.6411,3.19,nn00467615,39:20.3,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD100000CC5D4BC807E95DC0705F07CE19F14440,Nevada
41:49.1,41.8897,-119.6399,3.12,nn00467610,29:40.8,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD100000772D211FF4E85DC027A089B0E1F14440,Nevada
13/11/2014 05:18,12.936,-88.644,3.7,usb000t1lk,38:48.6,"39km SSW of Puerto El Triunfo, El Salvador",earthquake,0101000020AD100000EFA7C64B372956C0AC1C5A643BDF2940,
10:37.1,19.1795,-68.7003,3.9,pr14317000,59:44.2,"42km ENE of Miches, Dominican Republic",earthquake,0101000020AD100000E25817B7D12C51C0CBA145B6F32D3340,
25:41.7,41.8822,-119.6344,3.17,nn00467600,02:49.8,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000462575029AE85DC0FE43FAEDEBF04440,Nevada
07:32.5,26.565,-111.8059,4.2,usc000swtz,06:20.7,"39km SSE of Mulege, Mexico",earthquake,0101000020AD1000002BF697DD93F35BC0713D0AD7A3903A40,
28:31.3,35.3504,-96.5389,3.6,usc000swta,05:15.2,"16km SSW of Boley, Oklahoma",earthquake,0101000020AD1000001FF46C567D2258C05B423EE8D9AC4140,Oklahoma
42:59.2,14.737,-92.557,4.4,usc000swt2,13:14.5,"14km W of Puerto Madero, Mexico",earthquake,0101000020AD100000CFF753E3A52357C0D34D621058792D40,
40:00.5,37.2713,-97.6206,4.9,usc000swru,03:25.1,"13km S of Conway Springs, Kansas",earthquake,0101000020AD10000072F90FE9B76758C0D0B359F5B9A24240,Kansas
12/11/2014 21:37,36.6485,-97.6016,3.1,usc000swrs,33:52.2,"21km SE of Medford, Oklahoma",earthquake,0101000020AD1000008351499D806658C05EBA490C02534240,Oklahoma
14:06.0,44.0327,-128.9582,4.3,usc000swpr,51:16.5,Off the coast of Oregon,earthquake,0101000020AD100000DFE00B93A91E60C0234A7B832F044640,
40:48.5,41.9003,-119.6447,3.05,nn00467457,46:50.2,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD100000CCEEC9C342E95DC05E4BC8073DF34440,Nevada
17:52.1,41.8872,-119.6482,3.43,nn00467453,24:30.6,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD1000001A51DA1B7CE95DC06F8104C58FF14440,Nevada
52:54.4,41.873,-119.6363,3.27,nn00467448,01:52.0,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD100000789CA223B9E85DC03AB4C876BEEF4440,Nevada
42:55.7,41.8812,-119.6545,4.11,nn00467446,28:55.2,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD100000D9CEF753E3E95DC01B9E5E29CBF04440,Nevada
15:40.1,18.2208,-68.4298,3.7,pr14316001,54:37.4,"25km SE of Boca de Yuma, Dominican Republic",earthquake,0101000020AD10000088F4DBD7811B51C0F1F44A5986383240,
03:28.3,13.8631,-90.7793,4.4,usc000swii,45:46.7,"8km SE of Puerto San Jose, Guatemala",earthquake,0101000020AD10000076711B0DE0B156C0EE5A423EE8B92B40,
10:28.6,19.2733,-68.5582,3.7,pr14316003,38:46.2,"60km ENE of Miches, Dominican Republic",earthquake,0101000020AD10000024287E8CB92351C02EFF21FDF6453340,
13:09.4,19.4529,-64.5955,3.4,pr14316000,26:41.3,"114km N of Road Town, British Virgin Islands",earthquake,0101000020AD100000273108AC1C2650C0C05B2041F1733340,
17:11.7,36.765,-97.5605,3,usc000swg5,02/12/2014 20:47,"16km ESE of Medford, Oklahoma",earthquake,0101000020AD1000001D5A643BDF6358C052B81E85EB614240,Oklahoma
33:23.5,47.947,-114.903,3.7,mb30808,47:54.4,"51km W of Lakeside, Montana",earthquake,0101000020AD1000006E1283C0CAB95CC0EFA7C64B37F94740,Montana
24:58.9,41.9041,-119.6573,3.08,nn00467251,16:53.8,"65km ESE of Lakeview, Oregon",earthquake,0101000020AD1000004BEA043411EA5DC024287E8CB9F34440,Nevada
24:24.0,60.6035,-57.8042,4.3,usb000sytl,28:43.2,Davis Strait,earthquake,0101000020AD100000BBB88D06F0E64CC06891ED7C3F4D4E40,
40:32.3,41.9033,-119.6346,3.04,nn00467220,57:15.4,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD100000AA8251499DE85DC0083D9B559FF34440,Nevada
16:30.6,42.5041,-111.5625,3.3,usc000swa0,07:49.8,"17km SSE of Soda Springs, Idaho",earthquake,0101000020AD1000000000000000E45BC0F1F44A5986404540,Idaho
11/11/2014 14:54,62.9789,-149.7443,3,ak11438692,44:51.9,"60km SW of Cantwell, Alaska",earthquake,0101000020AD10000036CD3B4ED1B762C0F7065F984C7D4F40,Alaska
09:41.9,36.7559,-97.5648,3.5,usc000sw9m,45:35.0,"16km ESE of Medford, Oklahoma",earthquake,0101000020AD100000F931E6AE256458C0F085C954C1604240,Oklahoma
57:10.9,41.8921,-119.6203,3.28,nn00467201,58:16.9,"68km ESE of Lakeview, Oregon",earthquake,0101000020AD1000005D6DC5FEB2E75DC07C61325530F24440,Nevada
39:18.9,19.0035,-64.4244,3,pr14315004,18:49.5,"68km NNE of Road Town, British Virgin Islands",earthquake,0101000020AD100000091B9E5E291B50C037894160E5003340,
35:32.3,40.4006667,-121.4791667,3.85,nc72339590,16:10.7,"23km WNW of Chester, California",earthquake,0101000020AD1000004475CEAAAA5E5EC0528CE20B49334440,California
30:24.8,41.9211,-119.631,3.17,nn00467153,15:57.3,"66km ESE of Lakeview, Oregon",earthquake,0101000020AD100000AAF1D24D62E85DC03D2CD49AE6F54440,Nevada
54:31.4,13.2165,-90.8583,4.1,usb000sylq,02/12/2014 18:29,"78km S of Puerto San Jose, Guatemala",earthquake,0101000020AD100000098A1F63EEB656C0022B8716D96E2A40,
10/11/2014 21:44,61.244,-147.0221,3.5,ak11438326,09:20.0,"38km WNW of Valdez, Alaska",earthquake,0101000020AD100000BB270F0BB56062C0AC1C5A643B9F4E40,Alaska
10/11/2014 21:22,61.2438,-147.0229,3.1,ak11438290,01/12/2014 23:30,"38km WNW of Valdez, Alaska",earthquake,0101000020AD10000082E2C798BB6062C0E561A1D6349F4E40,Alaska
10/11/2014 19:22,61.3835,-149.7111,3.3,ak11438112,47:04.9,"15km SSW of Knik-Fairview, Alaska",earthquake,0101000020AD100000F085C954C1B662C00C022B8716B14E40,
22:35.1,13.2304,-90.869,4.9,usc000sw2y,40:21.1,"77km S of Puerto San Jose, Guatemala",earthquake,0101000020AD100000560E2DB29DB756C02EFF21FDF6752A40,
10/11/2014 17:17,61.5402,-140.7113,3.4,ak11437900,00:37.4,"189km NNE of Cape Yakataga, Alaska",earthquake,0101000020AD100000A2B437F8C29661C04CA60A4625C54E40,
18:17.8,41.9014,-119.6215,3.11,nn00467117,20:58.3,"67km ESE of Lakeview, Oregon",earthquake,0101000020AD100000B29DEFA7C6E75DC0A54E401361F34440,Nevada
10/11/2014 15:39,19.7448,-156.0647,3.8,hv60800231,35:27.4,"8km WNW of Kalaoa, Hawaii",earthquake,0101000020AD100000A301BC05128263C0910F7A36ABBE3340,
11:12.9,41.8628,-119.6066,3.48,nn00467103,13:51.9,"71km ESE of Lakeview, Oregon",earthquake,0101000020AD1000003B70CE88D2E65DC0917EFB3A70EE4440,Nevada
57:55.4,18.0641,-68.3107,3.7,pr14314001,27:55.0,"32km SE of Boca de Yuma, Dominican Republic",earthquake,0101000020AD10000080B74082E21351C071AC8BDB68103240,
46:23.0,12.0819,-86.3873,4.7,usc000sw02,25:09.4,"9km SSW of Ciudad Sandino, Nicaragua",earthquake,0101000020AD100000696FF085C99855C0B515FBCBEE292840,
42:42.8,32.8666667,-118.6535,4.11,ci37286720,04:01.0,"19km SSW of San Clemente Is. (NW tip), California",earthquake,0101000020AD100000E7FBA9F1D2A95DC0218436EFEE6E4040,
40:14.0,32.8556667,-118.5988333,3.44,ci37286712,28:37.1,"20km S of San Clemente Is. (NW tip), California",earthquake,0101000020AD1000005DD0E74853A65DC05C63867C866D4040,
43:13.5,41.9171,-119.6386,3.59,nn00467065,53:28.0,"65km ESE of Lakeview, Oregon",earthquake,0101000020AD10000070CE88D2DEE85DC0AF94658863F54440,Nevada
30:56.7,36.7555,-97.5646,3.5,usc000svxk,15:24.4,"16km ESE of Medford, Oklahoma",earthquake,0101000020AD10000095D40968226458C062105839B4604240,Oklahoma
